      0,29: B1<-C11: target-info([day=1, hour=0, minute=0, total-minute=0, latitude=33.857143, longitude=128.358333, x=9, y=8, x-100=950, y-100=850, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=90, direction=east, cargo=crude oil, country=South Korea, info-type=new-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=none])
      148,1621: B1<-C11: target-info([day=2, hour=13, minute=0, total-minute=2220, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      149,1629: B1<-C11: target-info([day=2, hour=13, minute=15, total-minute=2235, latitude=33.507429, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1003, id=Seabreeze, entity-type=oil-tanker, value=10, speed=3.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      149,1630: B1<-C11: target-info([day=2, hour=13, minute=15, total-minute=2235, latitude=33.980571, longitude=129.329583, x=12, y=7, x-100=1283, y-100=796, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      150,1640: B1<-C11: target-info([day=2, hour=13, minute=30, total-minute=2250, latitude=33.516571, longitude=129.417083, x=13, y=9, x-100=1313, y-100=999, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      150,1641: B1<-C11: target-info([day=2, hour=13, minute=30, total-minute=2250, latitude=33.966857, longitude=129.326667, x=12, y=8, x-100=1282, y-100=802, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      151,1659: B1<-C11: target-info([day=2, hour=13, minute=45, total-minute=2265, latitude=33.525714, longitude=129.405417, x=13, y=9, x-100=1309, y-100=995, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      151,1660: B1<-C11: target-info([day=2, hour=13, minute=45, total-minute=2265, latitude=33.925714, longitude=129.315, x=12, y=8, x-100=1278, y-100=820, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      152,1669: B1<-C11: target-info([day=2, hour=14, minute=0, total-minute=2280, latitude=33.884571, longitude=129.303333, x=12, y=8, x-100=1274, y-100=838, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      152,1670: B1<-C11: target-info([day=2, hour=14, minute=0, total-minute=2280, latitude=33.534857, longitude=129.39375, x=13, y=9, x-100=1305, y-100=991, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      153,1679: B1<-C11: target-info([day=2, hour=14, minute=15, total-minute=2295, latitude=33.544, longitude=129.382083, x=13, y=9, x-100=1301, y-100=987, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      153,1680: B1<-C11: target-info([day=2, hour=14, minute=15, total-minute=2295, latitude=33.843429, longitude=129.291667, x=12, y=8, x-100=1270, y-100=856, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      154,1689: B1<-C11: target-info([day=2, hour=14, minute=30, total-minute=2310, latitude=33.553143, longitude=129.370417, x=12, y=9, x-100=1297, y-100=983, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      154,1690: B1<-C11: target-info([day=2, hour=14, minute=30, total-minute=2310, latitude=33.802286, longitude=129.28, x=12, y=8, x-100=1266, y-100=874, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      155,1699: B1<-C11: target-info([day=2, hour=14, minute=45, total-minute=2325, latitude=33.761143, longitude=129.268333, x=12, y=8, x-100=1262, y-100=892, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      155,1700: B1<-C11: target-info([day=2, hour=14, minute=45, total-minute=2325, latitude=33.580571, longitude=129.3325, x=12, y=9, x-100=1284, y-100=971, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      156,1709: B1<-C11: target-info([day=2, hour=15, minute=0, total-minute=2340, latitude=33.608, longitude=129.294583, x=12, y=9, x-100=1271, y-100=959, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      156,1710: B1<-C11: target-info([day=2, hour=15, minute=0, total-minute=2340, latitude=33.72, longitude=129.256667, x=12, y=9, x-100=1258, y-100=910, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      157,1719: B1<-C11: target-info([day=2, hour=15, minute=15, total-minute=2355, latitude=33.683429, longitude=129.265417, x=12, y=9, x-100=1261, y-100=926, id=Shinkai, entity-type=oil-tanker, value=10, speed=9.0, heading=146, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      157,1720: B1<-C11: target-info([day=2, hour=15, minute=15, total-minute=2355, latitude=33.635429, longitude=129.256667, x=12, y=9, x-100=1258, y-100=947, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      158,1730: B1<-C11: target-info([day=2, hour=15, minute=30, total-minute=2370, latitude=33.649143, longitude=129.294583, x=12, y=9, x-100=1271, y-100=941, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=146, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      158,1731: B1<-C11: target-info([day=2, hour=15, minute=30, total-minute=2370, latitude=33.662857, longitude=129.21875, x=12, y=9, x-100=1245, y-100=935, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      159,1749: B1<-C11: target-info([day=2, hour=15, minute=45, total-minute=2385, latitude=33.690286, longitude=129.180833, x=12, y=9, x-100=1232, y-100=923, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      159,1750: B1<-C11: target-info([day=2, hour=15, minute=45, total-minute=2385, latitude=33.614857, longitude=129.32375, x=12, y=9, x-100=1281, y-100=956, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=146, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      160,1759: B1<-C11: target-info([day=2, hour=16, minute=0, total-minute=2400, latitude=33.717714, longitude=129.142917, x=12, y=9, x-100=1219, y-100=911, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      160,1760: B1<-C11: target-info([day=2, hour=16, minute=0, total-minute=2400, latitude=33.580571, longitude=129.352917, x=12, y=9, x-100=1291, y-100=971, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=146, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      161,1769: B1<-C11: target-info([day=2, hour=16, minute=15, total-minute=2415, latitude=33.745143, longitude=129.105, x=12, y=8, x-100=1206, y-100=899, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      161,1770: B1<-C11: target-info([day=2, hour=16, minute=15, total-minute=2415, latitude=33.546286, longitude=129.382083, x=13, y=9, x-100=1301, y-100=986, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=146, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      162,1779: B1<-C11: target-info([day=2, hour=16, minute=30, total-minute=2430, latitude=33.772571, longitude=129.067083, x=11, y=8, x-100=1193, y-100=887, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=313, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Nagasaki])
      162,1780: B1<-C11: target-info([day=2, hour=16, minute=30, total-minute=2430, latitude=33.537143, longitude=129.39375, x=13, y=9, x-100=1305, y-100=990, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      163,1789: B1<-C11: target-info([day=2, hour=16, minute=45, total-minute=2445, latitude=33.525714, longitude=129.405417, x=13, y=9, x-100=1309, y-100=995, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      163,1790: B1<-C11: target-info([day=2, hour=16, minute=45, total-minute=2445, latitude=33.788571, longitude=129.020417, x=11, y=8, x-100=1177, y-100=880, id=Seabreeze, entity-type=oil-tanker, value=10, speed=9.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      164,1800: B1<-C11: target-info([day=2, hour=17, minute=0, total-minute=2460, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      164,1801: B1<-C11: target-info([day=2, hour=17, minute=0, total-minute=2460, latitude=33.790857, longitude=128.967917, x=11, y=8, x-100=1159, y-100=879, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      165,1820: B1<-C11: target-info([day=2, hour=17, minute=15, total-minute=2475, latitude=33.793143, longitude=128.915417, x=11, y=8, x-100=1141, y-100=878, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      165,1821: B1<-C11: target-info([day=2, hour=17, minute=15, total-minute=2475, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      166,1828: B1<-C11: target-info([day=2, hour=17, minute=30, total-minute=2490, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      166,1829: B1<-C11: target-info([day=2, hour=17, minute=30, total-minute=2490, latitude=33.795429, longitude=128.862917, x=11, y=8, x-100=1123, y-100=877, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      167,1836: B1<-C11: target-info([day=2, hour=17, minute=45, total-minute=2505, latitude=33.797714, longitude=128.810417, x=11, y=8, x-100=1105, y-100=876, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      167,1837: B1<-C11: target-info([day=2, hour=17, minute=45, total-minute=2505, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      168,1844: B1<-C11: target-info([day=2, hour=18, minute=0, total-minute=2520, latitude=33.8, longitude=128.757917, x=10, y=8, x-100=1087, y-100=875, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      168,1845: B1<-C11: target-info([day=2, hour=18, minute=0, total-minute=2520, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      169,1852: B1<-C11: target-info([day=2, hour=18, minute=15, total-minute=2535, latitude=33.514286, longitude=129.417083, x=13, y=10, x-100=1313, y-100=1000, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=142, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      169,1853: B1<-C11: target-info([day=2, hour=18, minute=15, total-minute=2535, latitude=33.804571, longitude=128.670417, x=10, y=8, x-100=1057, y-100=873, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      170,1861: B1<-C11: target-info([day=2, hour=18, minute=30, total-minute=2550, latitude=33.809143, longitude=128.582917, x=10, y=8, x-100=1027, y-100=871, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      170,1862: B1<-C11: target-info([day=2, hour=18, minute=30, total-minute=2550, latitude=33.512, longitude=129.431667, x=13, y=10, x-100=1318, y-100=1001, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      171,1872: B1<-C11: target-info([day=2, hour=18, minute=45, total-minute=2565, latitude=33.516571, longitude=129.449167, x=13, y=9, x-100=1324, y-100=999, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      171,1873: B1<-C11: target-info([day=2, hour=18, minute=45, total-minute=2565, latitude=33.813714, longitude=128.495417, x=9, y=8, x-100=997, y-100=869, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      172,1891: B1<-C11: target-info([day=2, hour=19, minute=0, total-minute=2580, latitude=33.818286, longitude=128.407917, x=9, y=8, x-100=967, y-100=867, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      172,1892: B1<-C11: target-info([day=2, hour=19, minute=0, total-minute=2580, latitude=33.521143, longitude=129.466667, x=13, y=9, x-100=1330, y-100=997, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      173,1901: B1<-C11: target-info([day=2, hour=19, minute=15, total-minute=2595, latitude=33.525714, longitude=129.484167, x=13, y=9, x-100=1336, y-100=995, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      173,1902: B1<-C11: target-info([day=2, hour=19, minute=15, total-minute=2595, latitude=33.822857, longitude=128.320417, x=9, y=8, x-100=937, y-100=865, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      174,1911: B1<-C11: target-info([day=2, hour=19, minute=30, total-minute=2610, latitude=33.827429, longitude=128.232917, x=9, y=8, x-100=907, y-100=863, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      174,1912: B1<-C11: target-info([day=2, hour=19, minute=30, total-minute=2610, latitude=33.530286, longitude=129.501667, x=13, y=9, x-100=1342, y-100=993, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      175,1921: B1<-C11: target-info([day=2, hour=19, minute=45, total-minute=2625, latitude=33.534857, longitude=129.519167, x=13, y=9, x-100=1348, y-100=991, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      175,1922: B1<-C11: target-info([day=2, hour=19, minute=45, total-minute=2625, latitude=33.832, longitude=128.145417, x=8, y=8, x-100=877, y-100=861, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      176,1931: B1<-C11: target-info([day=2, hour=20, minute=0, total-minute=2640, latitude=33.539429, longitude=129.536667, x=13, y=9, x-100=1354, y-100=989, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      176,1932: B1<-C11: target-info([day=2, hour=20, minute=0, total-minute=2640, latitude=33.836571, longitude=128.057917, x=8, y=8, x-100=847, y-100=859, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      177,1941: B1<-C11: target-info([day=2, hour=20, minute=15, total-minute=2655, latitude=33.841143, longitude=127.970417, x=8, y=8, x-100=817, y-100=857, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      177,1942: B1<-C11: target-info([day=2, hour=20, minute=15, total-minute=2655, latitude=33.544, longitude=129.554167, x=13, y=9, x-100=1360, y-100=987, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      178,1951: B1<-C11: target-info([day=2, hour=20, minute=30, total-minute=2670, latitude=33.548571, longitude=129.571667, x=13, y=9, x-100=1366, y-100=985, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      178,1952: B1<-C11: target-info([day=2, hour=20, minute=30, total-minute=2670, latitude=33.845714, longitude=127.882917, x=7, y=8, x-100=787, y-100=855, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      179,1961: B1<-C11: target-info([day=2, hour=20, minute=45, total-minute=2685, latitude=33.850286, longitude=127.795417, x=7, y=8, x-100=757, y-100=853, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      179,1962: B1<-C11: target-info([day=2, hour=20, minute=45, total-minute=2685, latitude=33.553143, longitude=129.589167, x=13, y=9, x-100=1372, y-100=983, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      180,1971: B1<-C11: target-info([day=2, hour=21, minute=0, total-minute=2700, latitude=33.557714, longitude=129.606667, x=13, y=9, x-100=1378, y-100=981, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      180,1972: B1<-C11: target-info([day=2, hour=21, minute=0, total-minute=2700, latitude=33.854857, longitude=127.707917, x=7, y=8, x-100=727, y-100=851, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      181,1981: B1<-C11: target-info([day=2, hour=21, minute=15, total-minute=2715, latitude=33.859429, longitude=127.620417, x=6, y=8, x-100=697, y-100=849, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=274, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      181,1982: B1<-C11: target-info([day=2, hour=21, minute=15, total-minute=2715, latitude=33.562286, longitude=129.624167, x=13, y=9, x-100=1384, y-100=979, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      182,1991: B1<-C11: target-info([day=2, hour=21, minute=30, total-minute=2730, latitude=33.566857, longitude=129.641667, x=13, y=9, x-100=1390, y-100=977, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=69, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      182,1992: B1<-C11: target-info([day=2, hour=21, minute=30, total-minute=2730, latitude=33.848, longitude=127.535833, x=6, y=8, x-100=668, y-100=854, id=Seabreeze, entity-type=oil-tanker, value=10, speed=15.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      183,2002: B1<-C11: target-info([day=2, hour=21, minute=45, total-minute=2745, latitude=33.571429, longitude=129.659167, x=13, y=9, x-100=1396, y-100=975, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      183,2003: B1<-C11: target-info([day=2, hour=21, minute=45, total-minute=2745, latitude=33.822857, longitude=127.454167, x=6, y=8, x-100=640, y-100=865, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Nagasaki])
      184,2021: B1<-C11: target-info([day=2, hour=22, minute=0, total-minute=2760, latitude=33.578286, longitude=129.67375, x=14, y=9, x-100=1401, y-100=972, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      184,2022: B1<-C11: target-info([day=2, hour=22, minute=0, total-minute=2760, latitude=33.797714, longitude=127.3725, x=6, y=8, x-100=612, y-100=876, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
